,Scar1,Scar2,cellCount1,cellCount2
0,1033:51M1I23M,32:75M,105,157
1,1033:51M1I23M,13:46M6D29M,105,171
2,1202:49M26S,13:46M6D29M,82,171
3,13:46M6D29M,28:44M9D31M,171,99
4,13:46M6D29M,44:44M3D31M,171,86
5,13:46M6D29M,32:75M,171,157
6,13:46M6D29M,361:50M7I18M,171,96
7,32:75M,361:50M7I18M,157,96
8,32:75M,44:44M3D31M,157,86
9,13:46M6D29M,779:34S41M,171,78
10,28:44M9D31M,32:75M,99,157
