,Scar1,Scar2,cellCount1,cellCount2
282,1845:47M3D28M,361:50M7I18M,1,96
283,1845:47M3D28M,6:47M3I25M,1,40
284,1845:47M3D28M,779:34S41M,1,78
285,1033:51M1I23M,2991:49M26S,105,1
286,1202:49M26S,2991:49M26S,82,1
287,13:46M6D29M,2991:49M26S,171,1
288,28:44M9D31M,2991:49M26S,99,1
289,2991:49M26S,624:43M1I4M3D27M,1,59
290,2255:37S38M,28:44M9D31M,1,99
291,2255:37S38M,361:50M7I18M,1,96
292,2255:37S38M,6:47M3I25M,1,40
293,2255:37S38M,779:34S41M,1,78
294,1033:51M1I23M,61:46M29S,105,4
295,13:46M6D29M,61:46M29S,171,4
296,1202:49M26S,61:46M29S,82,4
297,1284:48M6I21M,361:50M7I18M,19,96
298,1039:51M24S,14:44M3D31M,38,16
299,1039:51M24S,370:46M6I23M,38,45
300,1039:51M24S,664:40M1I1M9D33M,38,40
301,104:27M22D48M,14:44M3D31M,26,16
302,104:27M22D48M,370:46M6I23M,26,45
303,104:27M22D48M,664:40M1I1M9D33M,26,40
304,14:44M3D31M,432:39M2D5M1I30M,16,12
305,432:39M2D5M1I30M,664:40M1I1M9D33M,12,40
306,1041:51M24S,176:22S37M3D16M,42,20
307,1041:51M24S,44:44M3D31M,42,86
308,176:22S37M3D16M,26:49M26S,20,39
309,176:22S37M3D16M,44:44M3D31M,20,86
310,26:49M26S,44:44M3D31M,39,86
311,1466:44M31S,30:30M19D45M,53,3
312,2150:75M,2470:45M30S,1,1
313,2150:75M,337:46M8D29M,1,22
314,2150:75M,35:43M21D32M,1,36
315,2150:75M,62:75M,1,14
316,2150:75M,737:50M8D25M,1,21
317,2470:45M30S,337:46M8D29M,1,22
318,2470:45M30S,35:43M21D32M,1,36
319,2470:45M30S,62:75M,1,14
320,2470:45M30S,737:50M8D25M,1,21
321,337:46M8D29M,35:43M21D32M,22,36
322,337:46M8D29M,62:75M,22,14
323,337:46M8D29M,737:50M8D25M,22,21
324,1380:46M29S,234:75M,6,1
325,1380:46M29S,2772:54M21S,6,1
326,234:75M,2772:54M21S,1,1
327,234:75M,361:50M7I18M,1,96
328,2772:54M21S,361:50M7I18M,1,96
329,1862:47M3D28M,28:44M9D31M,1,99
330,1862:47M3D28M,361:50M7I18M,1,96
331,1862:47M3D28M,779:34S41M,1,78
332,194:48M3I24M,2473:43M21D32M,13,1
333,2473:43M21D32M,361:50M7I18M,1,96
334,2473:43M21D32M,737:50M8D25M,1,21
335,20:45M14D30M,89:75M,11,8
336,1039:51M24S,1975:47M6D28M,38,1
337,104:27M22D48M,1975:47M6D28M,26,1
338,1975:47M6D28M,432:39M2D5M1I30M,1,12
339,1749:47M3D28M,35:43M21D32M,1,36
340,1749:47M3D28M,62:75M,1,14
341,219:48M27S,3028:49M26S,19,1
342,28:44M9D31M,3206:44M9D31M,99,1
343,3206:44M9D31M,361:50M7I18M,1,96
344,3206:44M9D31M,6:47M3I25M,1,40
345,3206:44M9D31M,779:34S41M,1,78
346,1925:38M11D37M,32:75M,1,157
347,13:46M6D29M,219:48M27S,171,19
348,13:46M6D29M,47:47M2D28M,171,4
349,28:44M9D31M,65:45M5D30M,99,5
350,361:50M7I18M,65:45M5D30M,96,5
351,65:45M5D30M,779:34S41M,5,78
352,1820:47M3D28M,194:48M3I24M,1,13
353,1820:47M3D28M,2012:38M11D37M,1,1
354,1820:47M3D28M,262:45M2I28M,1,17
355,1820:47M3D28M,32:75M,1,157
356,1820:47M3D28M,361:50M7I18M,1,96
357,1820:47M3D28M,757:30S45M,1,11
358,1820:47M3D28M,863:44M31S,1,9
359,194:48M3I24M,2012:38M11D37M,13,1
360,194:48M3I24M,32:75M,13,157
361,2012:38M11D37M,262:45M2I28M,1,17
362,2012:38M11D37M,32:75M,1,157
363,2012:38M11D37M,361:50M7I18M,1,96
364,2012:38M11D37M,757:30S45M,1,11
365,2012:38M11D37M,863:44M31S,1,9
366,262:45M2I28M,32:75M,17,157
367,32:75M,361:50M7I18M,157,96
368,32:75M,757:30S45M,157,11
369,32:75M,863:44M31S,157,9
370,1092:53M22S,19:75M,22,3
371,11:43M7D32M,19:75M,33,3
372,13:46M6D29M,19:75M,171,3
373,1404:46M13I16M,89:75M,2,8
374,1115:50M25S,60:30M1D45M,5,3
375,46:46M2D29M,60:30M1D45M,23,3
376,1092:53M22S,1284:48M6I21M,22,19
377,219:48M27S,2907:49M26S,19,1
378,2907:49M26S,557:45M5D30M,1,57
379,1033:51M1I23M,484:47M6D10M1I17M,105,2
380,194:48M3I24M,28:44M9D31M,13,99
381,194:48M3I24M,6:47M3I25M,13,40
382,194:48M3I24M,779:34S41M,13,78
383,262:45M2I28M,28:44M9D31M,17,99
384,262:45M2I28M,6:47M3I25M,17,40
385,262:45M2I28M,779:34S41M,17,78
386,28:44M9D31M,757:30S45M,99,11
387,28:44M9D31M,863:44M31S,99,9
388,6:47M3I25M,757:30S45M,40,11
389,6:47M3I25M,863:44M31S,40,9
390,757:30S45M,779:34S41M,11,78
391,779:34S41M,863:44M31S,78,9
392,1257:49M26S,176:22S37M3D16M,6,20
393,13:46M6D29M,176:22S37M3D16M,171,20
394,1033:51M1I23M,1917:46M3D29M,105,1
395,1202:49M26S,1917:46M3D29M,82,1
396,13:46M6D29M,1917:46M3D29M,171,1
397,20:45M14D30M,46:46M2D29M,11,23
398,1033:51M1I23M,2725:51M1I23M,105,1
399,13:46M6D29M,2725:51M1I23M,171,1
400,2725:51M1I23M,28:44M9D31M,1,99
401,32:75M,44:44M3D31M,157,86
402,1033:51M1I23M,526:42M6D33M,105,1
403,1202:49M26S,526:42M6D33M,82,1
404,13:46M6D29M,526:42M6D33M,171,1
405,28:44M9D31M,526:42M6D33M,99,1
406,526:42M6D33M,624:43M1I4M3D27M,1,59
407,1466:44M31S,1607:23S52M,53,13
408,1466:44M31S,20:45M14D30M,53,11
