,Scar1,Scar2,cellCount1,cellCount2
0,6:47M3I25M,762:31S44M,193,233
1,204:51M4I20M,6:47M3I25M,141,193
2,204:51M4I20M,762:31S44M,141,233
3,0,6:47M3I25M,10000,193
4,0,204:51M4I20M,10000,141
5,0,762:31S44M,10000,233
