,Scar1,Scar2,cellCount1,cellCount2
0,50:49M1D26M,762:31S44M,50,533
1,204:51M4I20M,762:31S44M,353,533
2,204:51M4I20M,6:47M3I25M,353,433
3,204:51M4I20M,392:75M,353,293
4,392:75M,762:31S44M,293,533
5,392:75M,6:47M3I25M,293,433
6,6:47M3I25M,762:31S44M,433,533
7,6:47M3I25M,84:49M14D26M,433,80
8,762:31S44M,84:49M14D26M,533,80
9,1130:49M26S,762:31S44M,50,533
